x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,y
0.7294009942693012,0.27594266164879566,0.21887834030094866,0.3331246858148392,0.020442033856801545,0.7515931912208947,0.7689104960975377,0.3283821180412366,0.4757835704394764,0.9819004145967929,0.7519325226336472,0.5253193311698441,0.7435802929386176,0.8898354091388355,0.2886634095371332,0.5495327028965209,0.7774347066884312,0.211110590392809,0.1679531987098335,0.4908034156936161,0.05701459191682512,0.9556967263587615,0.08544599390886054,0.7150873316971202,0.6541939679535854,0.6429291121973745,0.5423090258720694,0.3086735665962621,0.34503100378127693,0.57633960496705,0.054824013927537774,0.4902168848681787,0.6085021679512037,0.010255088855827266,0.16277158585286966,0.849897667446568,0.6202584025319536,0.8186916881154118,0.3286373203202191,1.0,-8.060224942402385
0.1091659103825805,0.839962179878086,0.6923041044883784,0.5718348997020788,0.8675090686853847,0.35186525122722256,0.04840478048105645,0.8507241708757048,0.633555522504927,0.1879845812869625,0.8403084579811382,0.25414238012910395,0.05816033100725959,0.09673892736939071,0.8611566572880436,0.109695720820149,0.7082193630961428,0.6362177772513341,0.07532235405693355,0.1869837359719423,0.0023120390782214173,0.26260928310078535,0.08885739835749762,0.7961205664810019,0.9041926331894145,0.552410273992023,0.506877729023261,0.6892429711148769,0.7732670905783661,0.5035992608240218,0.5881854541878456,0.6375819159571838,0.5423144452191602,0.8149430092402608,0.1159924747285086,0.30373649107749445,0.16832769737432063,0.9927603139292719,0.39481609775609094,1.0,-8.570320517886529
0.5464101765245905,0.06486659444500864,0.39521492928165614,0.9221915964343093,0.2267721788809517,0.0288000649401271,0.2693811217772276,0.036161190889076766,0.5699434201597862,0.3600130009405851,0.3440618409460119,0.50496494369335,0.9555608037850061,0.8697632949989644,0.5370158580430157,0.021564148795955806,0.5659037294177047,0.8643079830549628,0.9073584764540106,0.3869290280202775,0.867499238892126,0.46076858546760213,0.3764103820541781,0.6855578423745166,0.8380670438855877,0.8421133424240363,0.8003698225381016,0.8402044920853627,0.995447274516249,0.7017602317822151,0.17522189704715463,0.36228469252828466,0.932231300014933,0.49725206984457715,0.8606673841749144,0.2564703221603517,0.907418916612971,0.0844428569903648,0.7844111006157843,1.0,-11.86425002061332
0.36910097813345344,0.270074764913909,0.4028631193297182,0.5907922440995911,0.21710599623471394,0.6362830257363139,0.9168135473462321,0.6326010105381917,0.12031606148122598,0.30213659437092233,0.4437323863826854,0.11961652469607287,0.7449927289981086,0.49893834935328707,0.08273340631259496,0.7195220571999791,0.9117398911721597,0.043374508505100495,0.21824236578258616,0.49030312304484924,0.9176826294677544,0.989597812025074,0.9997027603649449,0.5167029205929725,0.0300666413052868,0.8127371004450283,0.3423437855520646,0.3422332674034937,0.24090486941888578,0.19293753859504192,0.20703413712909524,0.30713421309419864,0.7539073764632896,0.8483783499636134,0.8453119124519721,0.8705917639119717,0.6304576612607151,0.9349879984511593,0.09666643310329981,1.0,-14.380829063751369
0.10603886379754013,0.03691971622996715,0.9053837145183246,0.17243642334479448,0.5627947028691274,0.8060076404190902,0.5876471892451532,0.8539304922355256,0.6098142703174104,0.5109623674907771,0.6568249787149716,0.625922952312527,0.30901084696229886,0.3183706910553673,0.39060955707095635,0.014149550181557502,0.2633467121145946,0.2515859083877525,0.6197388273486918,0.5609740887310597,0.4344006163074632,0.0942581482154684,0.117906581317337,0.5496859183505902,0.6238269284755056,0.21749183758376234,0.9451902865777329,0.23797776219080846,0.7227756107503408,0.9901795186345657,0.6589954447002899,0.8468280971085502,0.5888136998219582,0.6608107585892706,0.4477740128771668,0.9496982268429839,0.8631186151129269,0.37715435366955197,0.9591553793906898,1.0,-0.3405136298738469
0.5960371097825136,0.34370047011715765,0.4038620051526506,0.6405097349854592,0.019664762711648187,0.3437331239583158,0.16060720942608475,0.48323629543915925,0.809808552777501,0.9906542372429935,0.8054477847556513,0.5692843476588976,0.7348282751104996,0.9020874750438305,0.8844289777134806,0.051343896086960106,0.514480067925839,0.03005614630734621,0.019711710143683003,0.9478493856876697,0.25083473939886813,0.827465361810624,0.10434936896012315,0.7228681359136497,0.47337038858235925,0.058064121718296224,0.7893313950223471,0.35343977803810256,0.5718901345426718,0.8363193300569475,0.7081280871464553,0.8410648029949237,0.8462197785082292,0.6274146329900147,0.8222100428635345,0.7548876516690884,0.5980276078602997,0.8886591833355628,0.8658220416739175,1.0,-15.329160063563187
0.7409539955301792,0.6903660951375351,0.7618536219235339,0.8231770778661286,0.2818631271652582,0.5267802509388237,0.19515773819613957,0.11448436749563384,0.49342636684674,0.2556920070003683,0.9190618122068853,0.5992253648503466,0.2949344896252343,0.08251717090839872,0.332425897185917,0.3468378744616869,0.525958662185798,0.07377121167385425,0.29874125107855987,0.077455206711184,0.18493111597644962,0.5740788360248156,0.9475405306858221,0.9307017286076178,0.941400322214242,0.9278942745316842,0.5561413477709348,0.7664124391680676,0.8728025769527156,0.9166572472521491,0.8191445375239358,0.526533564504257,0.46979016537176566,0.6038257455710705,0.42556144071393653,0.3957487917857,0.1934067188293629,0.5238271794170577,0.1197113574137394,1.0,-13.837452598778986
0.8869495909440119,0.5007272506897328,0.21317207378432657,0.27225430253177396,0.909296733317636,0.42325165985606394,0.0647641365547591,0.28132349574734716,0.9683403054814304,0.526229171375496,0.3149054261237908,0.41992168895532467,0.7888283301319257,0.21239618232244117,0.9532333545141675,0.8357337581458866,0.6391019612210406,0.19012761876967,0.6635498451563294,0.7643874433293925,0.7960339287000624,0.7807023331325719,0.9424943018465868,0.11120264499342158,0.10148829605942833,0.5516521375833726,0.43620963367521204,0.38090082389207136,0.4184468879137828,0.11395958905755732,0.5417752870625115,0.5062723529526975,0.5890221951639444,0.5475151910359844,0.09976165429002515,0.0023833050607019457,0.47965830443318846,0.07785411282773302,0.7289421464584598,1.0,-41.035742318912966
0.15361958553749733,0.9267227311072248,0.9553257972840821,0.9109155158553864,0.07860110952724653,0.4793185226317811,0.6813298435679732,0.11229202201327171,0.9540572218002786,0.7667416178160227,0.023753822972232275,0.474615867927102,0.8324336646717795,0.6453160709280094,0.9789180826616452,0.8273612430881586,0.16454831187605612,0.4625480906512356,0.757020900103502,0.19580384436235476,0.8784099508322318,0.16323408811006812,0.845321367776001,0.22322101249207227,0.23846694464869966,0.9228765286166751,0.5044077226064367,0.5596044899638206,0.742437948740194,0.14049907204442413,0.6950748107787575,0.06833231967713482,0.7771699966008608,0.3977220271145987,0.785566735333027,0.47329116084956424,0.2564519182904017,0.27879492392301064,0.6925295378021046,1.0,-21.468228871774706
0.10242594280880923,0.34906550192744656,0.2958979884808751,0.8532491994613806,0.5133696373969285,0.9472368682347071,0.667000920641954,0.5935915852929576,0.8245544477497839,0.36695475128878896,0.43637024649333456,0.4320319013774978,0.22222042148507115,0.7823790237605179,0.7073110912381922,0.9965294465833366,0.9877122117209872,0.004399699754958908,0.027755317187450945,0.23806843099147101,0.2627440146901615,0.598892326978128,0.6285743016210036,0.3374477733250647,0.05162271496910864,0.27595434005521247,0.44149748321740057,0.11487617454047738,0.13062831088833515,0.18461052721350335,0.00571600090067248,0.12563961692601666,0.5024806043394969,0.584868786351763,0.16984348092703128,0.2935129463436146,0.42911846800034736,0.18407879106809877,0.014396021841917683,1.0,-13.676934554344276
